student_id,age,gender,gaming_hours,study_hours,sleep_hours,attendance,gaming_genre,social_activity,device_usage,reaction_time_ms,addiction_score,stress_level,grades
6004,20,Female,1.2,1.3,4.7,98.6,FPS,1.6,2.8,302.86,3.96,Medium,58
6005,23,Male,3.4,7.7,8.3,87.2,RPG,0.8,5.8,283.08,9.05,Medium,88
6006,22,Female,6.4,3.3,4.6,90.8,Casual,1.6,10.9,236.18,12.08,Low,30
6007,22,Female,2.3,2.1,4.5,93.4,RPG,4.8,7.5,308.70,7.78,Medium,44
6008,21,Male,5.0,7.3,5.6,86.4,FPS,3.8,9.8,279.60,14.63,High,81
6009,18,Female,3.3,8.6,7.2,73.2,FPS,4.6,6.6,272.42,5.21,Medium,94
6010,20,Male,1.9,1.2,7.6,66.3,Casual,1.5,6.5,289.86,9.53,Medium,50
6011,16,Male,4.1,3.1,8.4,69.5,Casual,0.4,5.5,266.29,9.56,Medium,51
6012,22,Female,6.4,9.5,6.7,93.6,Casual,2.8,10.7,254.97,15.13,Low,82
6013,24,Male,6.7,4.5,6.0,87.8,FPS,2.4,7.7,244.94,11.94,Low,36
6014,16,Male,6.8,9.5,5.8,78.2,FPS,3.6,8.0,246.27,12.89,High,80
6015,17,Male,2.7,3.5,8.2,61.2,Casual,2.7,7.5,300.63,7.06,Medium,60
6016,18,Female,6.4,3.0,7.6,70.7,FPS,2.0,9.7,234.74,11.54,Low,45
6017,18,Female,1.7,2.9,8.5,89.2,FPS,0.0,3.0,304.63,3.42,Medium,75
6018,23,Male,5.9,1.8,8.8,80.5,FPS,2.3,9.3,249.59,11.74,Low,40
6019,22,Female,7.6,9.1,5.5,77.4,Casual,0.6,8.9,233.22,17.20,High,75
6020,21,Male,0.1,9.8,6.7,72.6,RPG,4.6,2.8,330.17,0.00,Medium,100
6021,19,Female,3.5,9.6,7.2,84.3,Casual,4.6,5.3,276.24,7.44,Medium,95
6022,24,Male,5.2,8.7,4.8,98.7,FPS,4.0,7.3,250.87,9.47,High,87
6023,16,Female,5.6,8.6,4.3,96.0,Casual,0.8,7.6,242.17,12.22,High,79
6024,17,Other,1.4,7.0,8.3,61.2,FPS,0.7,4.3,320.62,8.96,Medium,96
6025,19,Female,7.8,8.4,6.7,79.2,FPS,2.8,9.3,226.22,19.68,Low,78
6026,18,Male,4.9,2.9,6.9,73.2,RPG,3.6,8.6,247.28,10.67,Medium,37
6027,16,Female,1.3,4.5,6.8,80.4,RPG,4.5,4.4,318.11,3.77,Medium,94
6028,20,Male,0.2,6.8,7.8,84.3,RPG,4.5,5.4,300.98,1.24,Medium,100
6029,22,Female,6.3,8.9,4.7,68.0,Casual,0.8,11.4,229.26,14.80,High,78
6030,17,Male,0.6,6.9,7.1,91.3,FPS,5.0,5.8,309.16,5.31,Medium,98
6031,20,Male,1.1,8.6,6.4,79.0,FPS,0.8,4.5,300.97,1.31,Medium,100
6032,21,Male,4.6,5.3,8.5,99.7,RPG,4.2,7.1,267.92,13.56,Medium,81
6033,22,Male,4.8,7.5,6.6,61.0,Casual,2.9,7.9,242.78,13.03,Medium,74
6034,16,Female,5.5,9.8,8.7,67.6,Casual,3.4,9.9,257.26,14.96,Low,97
6035,22,Female,3.2,2.4,5.8,87.6,RPG,3.0,6.8,294.98,8.89,Medium,61
6036,19,Female,6.2,9.3,8.8,87.8,Casual,4.4,10.3,235.90,12.63,Low,91
6037,23,Female,7.8,5.7,8.4,83.3,FPS,3.2,12.3,222.74,19.84,Low,51
6038,19,Female,2.2,6.8,6.9,98.9,FPS,4.2,7.8,285.94,6.50,Medium,96
6039,21,Male,5.6,8.9,5.8,76.6,RPG,0.8,11.3,255.76,10.72,High,94
6040,24,Male,7.4,4.7,5.9,76.7,Casual,4.3,12.6,220.09,17.62,Low,40
6041,20,Male,5.5,4.8,7.9,96.4,RPG,5.0,6.8,242.11,9.33,Low,61
6042,19,Male,5.5,5.7,6.9,81.5,RPG,3.3,11.4,253.09,12.64,Low,62
6043,23,Male,1.8,1.2,6.0,74.2,RPG,4.9,6.3,301.89,7.25,Medium,47
6044,24,Male,4.3,5.5,7.2,88.8,RPG,1.1,8.8,270.14,10.56,Medium,87
6045,19,Male,4.5,3.6,7.7,84.8,Casual,4.2,5.6,261.60,9.49,Medium,43
6046,18,Male,5.6,9.4,4.1,72.3,RPG,0.9,9.0,259.48,15.24,High,72
6047,23,Female,8.0,1.8,4.5,71.9,FPS,2.6,12.1,226.66,13.49,Low,16
6048,20,Male,0.3,5.1,4.5,75.8,Casual,3.3,2.7,305.07,3.98,Medium,75
6049,17,Female,0.5,9.5,5.2,62.9,RPG,3.3,1.9,287.00,2.04,High,98
6050,24,Female,0.6,9.1,6.1,97.7,Casual,3.4,4.3,317.78,2.93,Medium,100
6051,18,Female,5.9,7.3,8.0,67.3,Casual,1.6,9.2,246.15,13.42,Low,89
6052,17,Male,1.1,6.3,5.8,67.8,FPS,4.9,2.3,295.82,4.07,Medium,79
6053,16,Male,5.0,3.5,4.1,85.9,RPG,0.0,8.6,276.49,13.81,Medium,37
6054,23,Male,2.6,4.3,6.4,89.0,RPG,3.1,4.1,304.95,5.50,Medium,76
6055,18,Male,3.7,1.8,9.0,89.5,FPS,4.3,6.8,288.82,8.61,Medium,55
6056,22,Male,1.7,8.1,5.8,75.0,Casual,4.5,4.1,301.50,5.85,High,87
6057,16,Female,6.9,3.9,8.8,94.9,RPG,3.6,12.8,205.20,12.59,Low,46
6058,16,Female,4.7,7.0,4.5,81.8,Casual,2.9,5.9,275.47,9.77,High,65
6059,24,Female,7.6,4.2,4.9,77.5,Casual,2.3,11.4,220.07,18.02,Low,29
6060,23,Male,4.6,5.2,7.6,92.4,FPS,2.3,6.4,259.21,9.09,Medium,79
6061,18,Male,1.0,6.0,6.5,69.7,Casual,2.1,3.6,317.11,1.68,Medium,81
6062,21,Female,1.4,8.2,7.8,94.4,Casual,3.5,3.3,323.88,3.40,Medium,100
6063,18,Male,7.9,2.9,8.3,81.6,Casual,3.7,13.9,240.49,17.64,Low,21
6064,19,Female,5.8,4.6,5.3,96.0,RPG,2.6,7.0,252.13,11.69,Low,54
6065,16,Female,0.4,2.2,7.4,68.1,RPG,3.7,4.1,322.71,1.69,Medium,64
6066,20,Male,5.6,1.7,7.0,97.4,FPS,2.6,9.7,241.38,16.40,Low,44
6067,16,Male,3.3,6.4,8.3,87.5,Casual,0.5,8.2,264.17,6.75,Medium,84
6068,16,Male,2.5,2.7,6.2,84.7,RPG,4.3,6.6,301.28,8.65,Medium,59
6069,22,Male,1.2,1.5,4.3,76.9,RPG,4.4,3.4,308.47,2.37,Medium,65
6070,21,Male,6.7,9.1,6.9,98.3,FPS,1.3,10.7,224.88,16.09,Low,82
6071,17,Male,0.5,5.8,8.8,77.8,RPG,3.9,6.4,313.40,5.25,Medium,95
6072,17,Male,2.3,2.2,4.1,79.9,FPS,2.6,7.6,298.33,10.32,Medium,50
6073,22,Female,2.5,1.5,5.2,91.3,Casual,0.6,5.7,299.67,7.32,Medium,48
6074,16,Female,1.3,2.1,5.6,71.4,Casual,2.0,4.7,310.80,3.48,Medium,63
6075,17,Male,4.1,5.2,7.8,71.7,FPS,0.4,5.7,267.53,9.10,Medium,68
6076,23,Female,0.1,7.0,5.6,91.0,RPG,3.9,3.9,310.44,5.94,High,96
6077,21,Female,2.4,6.8,5.2,65.1,RPG,1.0,4.8,292.25,6.35,Medium,76
6078,17,Female,7.5,2.3,7.2,92.9,Casual,0.8,9.0,238.38,13.09,Low,36
6079,22,Female,2.5,6.7,4.2,85.0,Casual,1.0,5.9,299.29,5.88,Medium,80
6080,19,Male,2.9,4.6,4.9,81.6,Casual,1.1,4.1,301.24,5.56,Medium,55
6081,17,Male,3.8,5.2,6.0,69.2,FPS,3.4,5.4,274.87,9.84,Medium,52
6082,21,Female,4.5,8.2,5.8,91.5,FPS,3.2,6.6,255.02,7.59,High,80
6083,24,Female,6.5,4.0,5.7,92.2,RPG,0.7,12.4,253.22,14.90,Low,53
6084,24,Female,1.5,2.3,4.5,79.3,Casual,3.6,6.6,302.59,5.99,Medium,54
6085,23,Other,7.0,8.9,5.8,75.6,FPS,1.8,10.7,223.53,15.23,High,73
6086,18,Female,6.1,2.9,8.0,69.9,FPS,2.3,8.2,253.52,13.38,Low,43
6087,18,Male,5.8,3.7,6.1,90.2,Casual,0.6,9.4,264.76,13.65,Low,45
6088,17,Male,0.7,7.4,6.9,85.6,Casual,3.5,4.9,315.55,3.93,Medium,93
6089,20,Male,0.2,7.2,4.8,68.3,FPS,1.9,1.2,332.20,0.00,High,77
6090,19,Female,4.8,8.2,4.4,91.8,Casual,3.2,10.7,258.15,14.07,High,86
6091,22,Female,6.9,2.7,8.4,95.3,FPS,2.1,11.0,229.80,14.81,Low,31
6092,19,Female,4.7,4.2,5.7,62.4,FPS,0.2,10.6,272.39,12.31,Medium,40
6093,24,Female,1.7,2.1,5.8,90.9,FPS,3.5,5.1,295.95,2.67,Medium,77
6094,17,Female,0.7,5.9,8.4,94.1,Casual,2.8,4.8,323.41,3.58,Medium,91
6095,21,Female,5.6,3.6,7.5,99.7,RPG,2.2,8.9,254.51,13.24,Low,53
6096,22,Female,5.8,7.2,7.8,69.5,FPS,1.0,6.8,262.95,12.14,Low,84
6097,19,Male,1.4,1.0,7.4,74.8,FPS,3.1,6.6,309.75,3.82,Medium,62
6098,21,Female,0.2,1.5,4.5,98.7,Casual,1.4,3.5,308.24,4.34,Medium,59
6099,22,Female,3.3,4.9,8.8,63.8,RPG,2.2,6.6,260.84,9.38,Medium,79
6100,19,Male,4.7,9.6,8.6,81.0,Casual,0.3,7.5,271.90,10.44,Medium,91
6101,23,Male,5.7,9.0,5.2,80.3,Casual,3.9,8.8,257.85,12.58,High,86
6102,24,Female,6.5,10.0,8.0,84.3,FPS,0.5,11.1,232.06,13.80,Low,91
6103,16,Male,4.9,4.8,6.1,73.2,Casual,4.5,9.4,269.43,10.76,Medium,49
6104,22,Male,0.9,1.4,7.4,97.0,FPS,4.3,5.9,323.23,7.21,Medium,66
6105,24,Male,5.5,3.8,4.8,70.8,Casual,4.9,11.3,247.41,13.14,Low,46
6106,20,Female,7.9,7.1,6.7,86.0,FPS,4.5,10.8,206.22,22.75,Low,65
6107,17,Female,7.2,2.2,4.6,79.8,FPS,4.9,9.9,242.83,13.51,Low,22
6108,21,Male,7.0,3.7,6.7,70.7,RPG,4.4,10.4,249.08,16.41,Low,33
6109,22,Male,2.4,1.5,5.2,67.6,FPS,0.6,4.2,283.62,6.18,Medium,38
6110,17,Other,6.0,5.3,6.3,98.3,FPS,2.2,10.8,255.62,14.49,Low,50
6111,17,Female,6.8,2.9,7.3,82.5,RPG,0.4,10.7,241.60,12.39,Low,40
6112,16,Female,5.4,1.8,8.4,84.2,RPG,2.7,7.5,253.74,9.15,Low,38
6113,19,Male,2.0,4.7,4.8,91.3,RPG,2.7,7.3,301.81,7.05,Medium,71
6114,22,Male,7.6,4.2,8.5,63.3,Casual,4.6,11.7,223.42,15.26,Low,30
6115,24,Male,3.6,5.8,6.0,88.6,RPG,4.9,4.8,265.67,10.22,Medium,68
6116,18,Female,1.0,7.7,8.2,66.6,Casual,1.3,3.0,311.58,2.62,Medium,100
6117,22,Male,0.9,2.0,6.6,89.6,FPS,2.9,6.3,312.12,5.00,Medium,63
6118,22,Male,5.2,8.1,8.3,65.7,FPS,2.3,8.1,232.37,11.73,Low,98
6119,22,Male,3.5,1.2,7.3,93.3,RPG,2.7,9.4,266.19,9.82,Medium,54
6120,17,Male,0.8,5.0,6.5,87.2,FPS,2.7,4.4,304.16,6.39,Medium,78
6121,21,Female,5.9,6.3,5.6,75.4,FPS,4.6,8.0,254.21,15.03,Low,53
6122,17,Male,6.4,9.6,8.8,74.4,Casual,4.5,10.4,228.09,15.07,Low,89
6123,21,Female,5.8,6.2,8.0,66.0,RPG,0.6,7.3,247.20,13.70,Low,59
6124,18,Female,1.6,2.4,5.9,96.2,FPS,1.7,6.7,319.94,8.11,Medium,61
6125,17,Male,5.5,5.7,4.8,64.7,Casual,3.8,9.7,254.43,11.91,Low,50
6126,21,Female,0.1,4.6,7.9,78.9,FPS,3.4,5.9,320.21,0.00,Medium,80
6127,17,Other,2.4,5.3,9.0,69.5,RPG,3.2,6.9,290.11,8.21,Medium,79
6128,20,Other,3.2,2.8,5.4,99.9,FPS,5.0,4.4,291.54,9.50,Medium,55
6129,17,Male,6.7,5.5,8.6,83.4,FPS,1.7,10.1,240.26,11.62,Low,62
6130,18,Male,3.1,2.4,4.6,66.0,FPS,2.6,6.8,280.36,6.86,Medium,37
6131,18,Male,0.1,7.7,8.8,86.7,Casual,4.9,5.7,320.44,2.49,Medium,100
6132,21,Female,2.8,6.4,7.7,99.7,FPS,3.5,6.0,299.42,5.26,Medium,100
6133,21,Female,4.0,1.7,5.7,84.2,RPG,3.2,8.0,276.14,9.68,Medium,48
6134,18,Female,7.6,9.0,5.5,78.3,FPS,0.8,9.5,229.49,13.92,High,73
6135,18,Male,7.5,6.6,7.2,71.7,FPS,1.2,9.8,241.42,15.53,Low,59
6136,16,Male,1.5,3.8,7.0,63.7,RPG,1.9,5.2,297.38,6.17,Medium,67
6137,22,Female,1.5,1.4,8.6,69.1,RPG,2.3,6.0,270.22,1.06,Medium,54
6138,23,Female,1.3,6.7,7.8,82.1,Casual,2.5,4.5,308.76,2.11,Medium,100
6139,17,Female,6.3,4.4,6.7,90.2,Casual,4.5,9.5,248.64,17.00,Low,48
6140,19,Male,0.1,9.2,8.6,95.1,FPS,0.5,2.3,313.18,0.00,Medium,100
6141,22,Male,1.0,1.3,7.0,91.8,FPS,1.2,5.5,305.07,0.00,Medium,70
6142,23,Male,4.3,1.4,8.3,65.0,Casual,0.7,5.3,280.98,9.46,Medium,35
6143,16,Male,2.0,9.5,8.2,90.9,Casual,3.7,5.5,300.78,5.59,Medium,100
6144,19,Male,0.7,9.7,8.6,83.3,RPG,4.9,1.8,325.87,2.29,Medium,100
6145,21,Male,2.9,1.3,4.3,78.8,RPG,4.5,6.9,288.13,7.86,Medium,40
6146,18,Male,2.2,7.4,6.9,82.9,FPS,3.6,3.3,292.18,7.50,Medium,90
6147,20,Male,4.1,3.0,6.3,60.3,RPG,0.1,9.8,278.00,9.62,Medium,49
6148,24,Male,7.8,7.3,6.5,62.7,FPS,1.7,11.2,229.72,17.17,Low,59
6149,18,Female,1.0,8.8,6.3,81.0,Casual,4.3,5.4,312.51,3.32,Medium,90
6150,20,Male,3.0,1.9,8.2,66.9,FPS,3.3,8.3,281.94,9.95,Medium,62
6151,23,Female,7.5,3.2,5.6,81.8,FPS,1.1,9.6,224.76,17.57,Low,19
6152,21,Female,7.0,1.2,6.3,74.2,RPG,2.3,10.7,230.54,16.61,Low,21
6153,19,Female,3.2,1.4,5.0,96.3,FPS,0.4,8.5,287.40,13.27,Medium,44
6154,23,Female,5.6,1.3,5.3,98.0,RPG,2.6,9.3,259.41,14.13,Low,38
6155,18,Male,0.7,8.2,7.3,99.2,Casual,4.5,3.7,285.31,5.39,Medium,100
6156,18,Female,5.7,3.7,4.6,96.0,RPG,0.2,8.5,244.27,11.05,Low,45
6157,19,Female,7.8,5.4,4.9,99.4,Casual,3.1,10.7,210.73,15.62,Low,40
6158,24,Female,4.3,8.1,6.6,88.3,FPS,1.2,8.4,263.42,14.60,Medium,81
6159,20,Male,4.0,5.5,4.2,98.4,FPS,5.0,5.2,266.09,5.89,Medium,58
6160,23,Male,1.5,4.9,4.6,85.7,Casual,0.3,4.6,303.48,6.08,Medium,68
6161,21,Male,5.1,1.1,8.3,92.4,FPS,3.1,8.9,261.02,14.61,Low,42
6162,18,Female,4.7,6.1,8.2,65.3,Casual,1.3,9.7,284.66,14.26,Medium,73
6163,23,Female,5.2,2.1,5.7,87.3,RPG,4.4,8.9,261.09,9.07,Low,33
6164,24,Male,0.2,7.9,5.7,97.2,RPG,0.6,5.8,323.87,2.53,High,100
6165,23,Female,4.4,3.3,8.7,81.6,RPG,2.2,7.6,253.10,11.63,Medium,56
6166,19,Female,4.8,7.1,4.1,67.5,Casual,0.9,9.0,259.53,13.13,High,58
6167,21,Male,1.7,6.8,6.9,81.1,Casual,4.0,2.8,289.25,3.85,Medium,96
6168,16,Female,1.7,6.6,7.0,88.3,FPS,1.8,3.9,305.95,3.04,Medium,100
6169,19,Female,2.2,3.4,7.9,90.8,RPG,0.9,7.3,294.00,6.41,Medium,71
6170,23,Male,5.7,3.4,8.8,81.0,FPS,3.6,9.6,248.30,12.11,Low,55
6171,16,Female,4.9,8.8,5.8,68.7,Casual,4.1,10.6,271.36,10.08,High,85
6172,18,Male,6.8,1.1,6.2,97.1,FPS,2.3,11.5,236.07,15.32,Low,24
6173,16,Female,2.4,2.6,7.4,90.9,RPG,1.9,5.6,304.90,10.06,Medium,60
6174,24,Female,7.3,6.5,8.8,70.8,FPS,3.2,12.2,245.61,16.49,Low,64
6175,17,Female,6.0,8.4,8.5,92.5,FPS,3.3,9.3,242.24,10.54,Low,93
6176,24,Male,3.2,4.2,7.3,73.9,Casual,3.3,5.8,293.21,6.93,Medium,64
6177,19,Male,0.8,6.9,8.3,72.5,FPS,1.4,2.0,312.01,5.60,Medium,95
6178,17,Male,2.1,6.0,4.4,94.5,RPG,4.7,7.4,291.34,3.60,Medium,79
6179,19,Female,7.7,1.6,5.9,94.9,RPG,1.1,10.7,232.15,16.84,Low,11
6180,21,Male,2.5,6.6,4.1,75.9,FPS,1.9,6.9,274.37,8.65,Medium,68
6181,22,Female,2.6,8.3,4.9,60.4,FPS,1.4,4.4,282.94,3.88,High,74
6182,18,Male,1.5,9.9,7.2,67.5,Casual,4.7,6.7,305.94,5.99,Medium,100
6183,18,Male,6.5,1.3,8.4,96.4,Casual,4.1,11.6,239.66,13.63,Low,39
6184,23,Male,2.2,6.9,7.2,96.0,FPS,4.1,5.6,304.26,3.67,Medium,98
6185,20,Other,2.6,4.7,7.3,78.1,FPS,0.0,7.0,284.34,8.71,Medium,74
6186,19,Female,3.3,1.1,4.5,72.2,FPS,3.4,6.9,281.49,12.07,Medium,29
6187,22,Male,3.5,6.5,7.3,72.1,Casual,1.2,7.2,277.16,8.05,Medium,78
6188,22,Male,3.3,2.1,6.3,95.9,RPG,4.8,8.7,265.24,10.46,Medium,57
6189,24,Female,4.0,4.4,7.3,73.0,FPS,2.7,9.9,275.56,11.94,Medium,59
6190,24,Male,6.5,3.4,5.6,80.5,FPS,2.8,9.4,244.93,14.81,Low,27
6191,20,Female,6.6,4.3,6.9,89.2,Casual,1.8,9.2,222.07,13.05,Low,41
6192,23,Female,6.4,5.4,6.1,68.4,RPG,2.7,8.9,218.62,12.01,Low,37
6193,16,Female,0.8,4.2,6.8,70.2,Casual,3.8,5.7,305.75,2.45,Medium,83
6194,24,Female,6.4,6.0,4.7,74.3,FPS,2.8,11.0,255.51,14.75,Low,36
6195,23,Female,1.0,3.2,6.0,86.2,Casual,3.2,2.2,335.66,1.69,Medium,61
6196,21,Female,1.0,6.7,5.9,92.7,RPG,2.4,2.4,289.79,0.42,Medium,94
6197,18,Female,7.6,8.7,7.7,81.9,RPG,3.6,11.8,245.30,16.86,Low,69
6198,18,Female,6.6,3.0,7.5,65.3,RPG,4.5,8.9,252.90,13.03,Low,28
6199,23,Male,4.4,5.6,8.5,77.9,RPG,0.3,5.9,261.13,10.68,Medium,73
6200,20,Male,7.0,6.8,7.2,65.1,RPG,0.5,10.1,254.83,14.75,Low,53
6201,22,Male,7.9,6.1,5.6,63.5,FPS,3.4,13.3,229.75,20.20,Low,35
6202,20,Female,4.9,4.3,7.9,83.6,Casual,1.9,7.7,259.05,11.65,Medium,64
6203,23,Female,4.9,6.8,6.5,98.3,Casual,1.4,9.4,243.40,11.05,Medium,74
6204,19,Male,6.0,1.3,5.0,93.5,RPG,0.9,11.5,248.54,14.50,Low,22
6205,17,Male,1.9,4.3,7.7,91.0,FPS,2.9,3.7,298.09,4.37,Medium,86
6206,18,Male,1.3,5.8,4.7,89.1,FPS,1.7,5.4,326.31,5.04,Medium,89
6207,23,Female,6.1,1.2,4.9,95.9,Casual,2.5,11.6,237.58,15.65,Low,29
6208,22,Female,2.8,5.6,7.8,90.1,Casual,4.8,4.7,278.02,5.60,Medium,78
6209,17,Female,1.1,6.9,7.9,85.1,FPS,3.8,7.0,301.93,4.65,Medium,100
6210,21,Male,2.5,7.8,8.0,74.6,Casual,4.0,5.4,316.32,6.68,Medium,96
6211,24,Female,2.9,2.0,5.5,64.0,RPG,0.6,5.0,274.06,0.87,Medium,37
6212,19,Male,7.7,9.9,8.3,78.4,FPS,1.6,12.9,240.44,19.14,Low,92
6213,24,Female,5.6,6.5,7.6,97.0,RPG,0.5,8.9,237.46,10.92,Low,75
6214,17,Male,4.3,4.3,8.2,83.3,RPG,4.8,8.6,273.32,10.10,Medium,72
6215,17,Female,7.8,3.2,7.5,67.4,FPS,3.4,11.2,227.98,15.87,Low,23
6216,24,Male,7.2,6.2,6.9,86.0,FPS,0.1,11.5,226.24,18.07,Low,44
6217,22,Male,4.1,8.9,4.6,78.6,FPS,2.4,5.3,277.98,10.84,High,81
6218,22,Other,7.3,5.7,7.6,97.3,Casual,1.3,10.0,225.00,15.65,Low,53
6219,16,Male,3.2,7.0,7.5,66.4,RPG,2.7,7.5,265.09,8.41,Medium,81
6220,21,Male,1.8,4.2,5.6,88.5,RPG,0.9,4.6,294.80,4.98,Medium,75
6221,22,Female,1.9,4.5,7.7,87.3,Casual,0.3,6.7,288.51,6.13,Medium,85
6222,21,Female,5.3,3.6,6.8,99.3,Casual,1.6,11.1,258.99,15.50,Low,52
6223,21,Male,4.0,7.4,6.8,82.6,FPS,1.5,5.2,269.02,14.64,Medium,85
6224,17,Female,5.3,4.2,5.8,94.9,FPS,3.6,10.6,272.40,12.84,Low,49
6225,21,Female,5.5,2.7,4.6,61.0,FPS,2.4,7.3,250.93,13.04,Low,37
6226,19,Male,0.2,4.3,5.1,64.9,Casual,1.5,5.8,320.60,1.46,Medium,68
6227,24,Male,0.4,8.7,7.8,73.8,RPG,2.9,6.2,303.22,2.21,Medium,100
6228,16,Male,4.3,7.6,5.4,84.8,Casual,0.4,8.1,264.61,8.40,High,86
6229,23,Female,1.5,4.0,4.0,78.0,FPS,3.3,4.9,292.52,7.44,Medium,62
6230,20,Male,5.1,9.2,9.0,68.1,RPG,0.7,9.9,271.13,13.92,Low,100
6231,16,Male,4.4,1.7,5.1,83.6,FPS,1.4,10.0,259.38,10.87,Medium,38
6232,19,Female,4.7,1.5,7.3,82.7,RPG,1.4,6.9,257.22,10.89,Medium,49
6233,16,Female,2.4,2.2,8.6,81.0,FPS,2.3,5.3,293.95,7.82,Medium,69
6234,21,Male,5.1,2.1,7.0,63.6,RPG,4.8,8.2,251.42,14.18,Low,43
6235,17,Female,6.6,1.8,8.0,97.1,Casual,1.6,11.9,254.42,16.71,Low,38
6236,20,Male,8.0,7.0,8.9,83.7,Casual,1.4,9.7,243.82,16.98,Low,63
6237,22,Male,6.7,6.4,8.3,70.6,FPS,0.8,10.8,230.51,18.12,Low,65
6238,17,Female,4.5,6.8,6.8,87.5,Casual,2.0,7.2,274.94,8.09,Medium,77
6239,21,Female,1.6,7.2,5.8,72.7,Casual,0.9,7.0,292.95,1.97,High,86
6240,21,Male,5.5,7.8,6.4,80.2,FPS,0.7,8.2,251.03,14.76,Low,95
6241,20,Female,7.5,2.9,8.2,73.7,RPG,4.3,13.4,236.90,17.05,Low,31
6242,20,Female,1.7,6.6,8.3,95.2,RPG,0.3,2.8,301.12,6.59,Medium,100
6243,18,Male,2.1,6.2,8.2,99.8,FPS,3.6,4.3,297.06,9.04,Medium,100
6244,17,Female,1.2,9.5,7.0,66.5,FPS,1.0,4.5,316.70,7.73,Medium,100
6245,22,Male,5.9,3.1,6.4,60.9,FPS,0.1,8.2,260.23,6.90,Low,44
6246,16,Other,3.3,1.5,5.6,68.8,RPG,4.0,7.9,281.51,10.45,Medium,42
6247,21,Female,0.5,6.9,4.0,83.6,FPS,3.5,5.6,307.66,2.52,Medium,82
6248,21,Male,7.0,7.7,7.8,67.0,FPS,1.7,11.5,236.01,14.94,Low,75
6249,18,Male,4.5,3.6,5.4,92.5,Casual,0.4,10.3,256.39,12.59,Medium,51
6250,17,Male,2.7,6.1,5.7,76.4,FPS,1.8,5.9,296.06,5.69,Medium,72
6251,17,Male,2.8,1.5,8.2,84.4,FPS,0.9,8.7,285.12,9.95,Medium,62
6252,24,Male,2.3,9.6,4.3,78.2,FPS,4.7,3.9,281.10,8.09,High,93
6253,20,Male,3.6,2.0,8.6,96.1,Casual,2.7,8.9,289.73,9.49,Medium,66
6254,22,Female,2.7,1.6,4.0,61.4,FPS,4.8,3.9,287.46,6.71,Medium,33
6255,20,Male,4.4,1.4,8.7,89.2,FPS,1.8,8.0,259.96,9.67,Medium,57
6256,22,Female,6.2,4.9,6.3,86.1,FPS,2.8,9.6,257.15,15.03,Low,54
6257,19,Female,5.4,1.9,4.5,86.0,FPS,1.0,10.7,267.77,16.27,Low,36
6258,23,Male,2.4,7.7,7.4,76.6,RPG,4.0,6.9,272.81,7.79,Medium,88
6259,22,Female,4.2,9.1,8.5,60.6,Casual,0.2,7.4,280.31,9.83,Medium,92
6260,20,Male,6.7,3.3,6.2,87.6,RPG,3.5,12.2,240.94,18.80,Low,37
6261,21,Male,0.6,6.7,7.5,93.2,RPG,2.0,6.0,323.11,3.00,Medium,95
6262,20,Female,0.6,1.4,8.9,63.4,FPS,2.9,1.8,311.76,1.06,Medium,63
6263,22,Male,4.5,4.5,5.2,77.7,FPS,3.0,9.8,270.39,10.25,Medium,51
6264,17,Female,5.1,3.6,8.1,66.5,FPS,3.6,8.7,255.64,8.90,Low,46
6265,20,Female,1.7,3.1,5.5,84.4,Casual,1.0,6.9,309.64,4.25,Medium,67
6266,18,Other,6.0,6.8,6.1,91.4,RPG,2.7,7.9,241.77,12.99,Low,59
6267,24,Female,5.2,2.2,5.4,86.7,FPS,2.1,6.9,268.22,11.68,Low,38
6268,21,Female,7.4,8.8,6.2,72.7,FPS,1.4,12.0,233.11,15.15,Low,71
6269,18,Male,1.4,7.0,4.0,65.6,FPS,2.5,3.7,311.37,2.87,Medium,79
6270,22,Male,6.0,7.4,5.5,91.8,Casual,4.8,9.8,237.79,10.13,High,69
6271,19,Female,0.7,9.4,6.2,73.0,RPG,4.7,5.1,316.19,7.93,Medium,100
6272,18,Male,4.5,9.5,7.2,60.9,Casual,1.4,8.6,271.09,14.00,Medium,84
6273,23,Male,4.4,6.0,7.2,82.9,RPG,4.4,8.9,285.50,9.65,Medium,67
6274,19,Male,3.1,5.5,6.9,69.9,FPS,4.4,7.2,289.66,8.55,Medium,70
6275,16,Female,6.8,4.0,5.5,93.7,Casual,1.3,9.7,233.00,13.21,Low,48
6276,21,Male,0.0,7.4,8.7,65.7,FPS,3.0,1.5,313.34,2.83,Medium,100
6277,16,Female,4.2,5.8,6.0,77.4,FPS,4.4,9.4,277.69,12.25,Medium,71
6278,20,Male,1.7,9.4,5.1,70.1,Casual,2.6,7.0,293.72,3.47,High,90
6279,22,Male,6.0,3.2,6.8,87.6,FPS,1.9,7.0,243.41,10.47,Low,42
6280,21,Male,0.3,3.8,7.7,81.9,RPG,3.3,5.5,307.33,3.14,Medium,73
6281,17,Male,6.7,3.8,4.1,91.6,Casual,0.9,8.4,241.53,16.94,Low,30
6282,19,Female,6.7,8.3,5.4,78.3,RPG,0.8,9.4,241.79,13.97,High,63
6283,17,Male,6.7,1.9,8.1,60.2,FPS,4.2,9.7,236.82,17.47,Low,34
6284,16,Male,1.2,5.1,6.5,68.6,RPG,0.2,5.6,322.31,5.26,Medium,83
